Id,Failure,Success
5816,0.847220238982,0.152779761018
5817,0.936891127725,0.0631088722754
5818,0.823127892614,0.176872107386
5819,0.876114212299,0.123885787701
5820,0.992338440973,0.00766155902734
5821,0.857515486715,0.142484513285
5822,0.0,1.0
5823,1.0,0.0
5824,0.923606481572,0.0763935184277
5825,0.807479863045,0.192520136955
5826,0.993320317134,0.00667968286605
5827,0.0483351651526,0.951664834847
5828,0.20723687713,0.79276312287
5829,1.0,0.0
5830,0.0992097994157,0.900790200584
5831,0.894179025246,0.105820974754
5832,0.789890487552,0.210109512448
5833,0.0,1.0
5834,0.0951677047427,0.904832295257
5835,0.0657592646989,0.934240735301
5836,0.907824756606,0.0921752433936
5837,0.0233783300101,0.97662166999
5838,0.943429672207,0.0565703277932
5839,0.991830392674,0.00816960732642
5840,1.0,0.0
5841,0.967693567054,0.0323064329461
5842,0.0,1.0
5843,0.538153565635,0.461846434365
5844,0.628528982306,0.371471017694
5845,0.0,1.0
5846,0.890234638343,0.109765361657
5847,0.778074859744,0.221925140256
5848,0.991823244548,0.00817675545206
5849,0.951632497494,0.0483675025057
5850,0.0355782423457,0.964421757654
5851,0.735067536551,0.264932463449
5852,1.0,0.0
5853,0.0560346150989,0.943965384901
5854,0.0243926956798,0.97560730432
5855,0.133215136856,0.866784863144
5856,1.0,0.0
5857,0.0,1.0
5858,0.382474446805,0.617525553195
5859,0.881690553924,0.118309446076
5860,0.983843943304,0.0161560566965
5861,0.712011178866,0.287988821134
5862,0.366957984176,0.633042015824
5863,1.0,0.0
5864,0.728828111102,0.271171888898
5865,0.105280086807,0.894719913193
5866,0.883739944493,0.116260055507
5867,0.0949997834902,0.90500021651
5868,0.0455193201486,0.954480679851
5869,0.766931631489,0.233068368511
5870,0.979357195364,0.0206428046361
5871,0.00798551487542,0.992014485125
5872,0.991826640111,0.00817335988871
5873,0.0825072891159,0.917492710884
5874,1.0,0.0
5875,0.0,1.0
5876,0.00673537000754,0.993264629992
5877,1.0,0.0
5878,0.0,1.0
5879,0.739799987451,0.260200012549
5880,0.664682289858,0.335317710142
5881,0.0,1.0
5882,0.8793481998,0.1206518002
5883,0.826629623088,0.173370376912
5884,0.0,1.0
5885,0.0305712875847,0.969428712415
5886,0.991787767669,0.00821223233092
5887,0.991817194596,0.00818280540371
5888,0.0544347077802,0.94556529222
5889,0.833927011771,0.166072988229
5890,0.948518061869,0.0514819381311
5891,0.948710163408,0.051289836592
5892,0.752264330659,0.247735669341
5893,0.966320987116,0.0336790128841
5894,0.960919820475,0.0390801795251
5895,1.0,0.0
5896,0.991786423457,0.00821357654262
5897,0.935082953218,0.0649170467818
5898,0.889711784738,0.110288215262
5899,0.953588146964,0.0464118530362
5900,0.991872676301,0.00812732369894
5901,1.0,0.0
5902,0.0,1.0
5903,0.991857909227,0.00814209077338
5904,0.335664672808,0.664335327192
5905,0.986325371176,0.0136746288245
5906,0.674222346216,0.325777653784
5907,0.991865952836,0.00813404716443
5908,0.0751355080856,0.924864491914
5909,1.0,0.0
5910,0.741984098009,0.258015901991
5911,0.960593263312,0.0394067366876
5912,1.0,0.0
5913,0.411898550386,0.588101449614
5914,1.0,0.0
5915,0.867639042381,0.132360957619
5916,0.991857909227,0.00814209077338
5917,0.977124198825,0.0228758011751
5918,0.991830277185,0.00816972281463
5919,0.974649723384,0.025350276616
5920,0.99182944927,0.0081705507303
5921,0.0438795137026,0.956120486297
5922,0.976110323546,0.0238896764538
5923,0.991854728013,0.00814527198678
5924,1.0,0.0
5925,0.0,1.0
5926,0.878540660939,0.121459339061
5927,0.0442841402152,0.955715859785
5928,0.975098586271,0.0249014137293
5929,0.806312146306,0.193687853694
5930,0.0,1.0
5931,0.991827245124,0.00817275487572
5932,0.0236230002834,0.976376999717
5933,0.386651420611,0.613348579389
5934,0.19529413085,0.80470586915
5935,0.0677552320781,0.932244767922
5936,0.0,1.0
5937,0.0,1.0
5938,0.054783661342,0.945216338658
5939,0.0,1.0
5940,0.653313495791,0.346686504209
5941,0.215378321448,0.784621678552
5942,0.279627289868,0.720372710132
5943,1.0,0.0
5944,0.349953714069,0.650046285931
5945,0.0,1.0
5946,0.675047306099,0.324952693901
5947,1.0,0.0
5948,0.122875007019,0.877124992981
5949,0.221066082736,0.778933917264
5950,0.788697980532,0.211302019468
5951,0.0,1.0
5952,1.0,0.0
5953,0.0606433175664,0.939356682434
5954,0.985593809207,0.0144061907927
5955,1.0,0.0
5956,0.00824014175032,0.99175985825
5957,0.248790819346,0.751209180654
5958,0.0,1.0
5959,0.568312091484,0.431687908516
5960,0.99187748624,0.0081225137595
5961,0.33106578271,0.66893421729
5962,0.992238607291,0.00776139270867
5963,1.0,0.0
5964,0.713787429843,0.286212570157
5965,0.972322626797,0.0276773732026
5966,0.773924247408,0.226075752592
5967,0.896611619894,0.103388380106
5968,0.991876077405,0.00812392259528
5969,0.616458942769,0.383541057231
5970,0.0,1.0
5971,0.737817655811,0.262182344189
5972,0.0,1.0
5973,0.729457870972,0.270542129028
5974,0.875756852149,0.124243147851
5975,0.887331518902,0.112668481098
5976,0.394477309481,0.605522690519
5977,0.551398507477,0.448601492523
5978,0.992807977812,0.0071920221878
5979,0.00776119174073,0.992238808259
5980,0.0,1.0
5981,0.0,1.0
5982,0.952493135296,0.0475068647035
5983,0.96690373695,0.0330962630505
5984,0.646513438812,0.353486561188
5985,0.141168037703,0.858831962297
5986,0.016623579046,0.983376420954
5987,0.233184678372,0.766815321628
5988,0.356127315664,0.643872684336
5989,0.991826575887,0.00817342411281
5990,0.991904849771,0.00809515022891
5991,0.598493186013,0.401506813987
5992,0.99190913566,0.00809086434049
5993,0.933309512033,0.0666904879671
5994,0.0467618619644,0.953238138036
5995,1.0,0.0
5996,0.0,1.0
5997,0.894486908617,0.105513091383
5998,0.827135924938,0.172864075062
5999,1.0,0.0
6000,0.853312823332,0.146687176668
6001,0.992682921808,0.00731707819167
6002,0.707817595057,0.292182404943
6003,0.166085572641,0.833914427359
6004,0.0151051017159,0.984894898284
6005,0.234349175993,0.765650824007
6006,0.916124394853,0.0838756051469
6007,0.976663503531,0.0233364964687
6008,0.0,1.0
6009,1.0,0.0
6010,0.0525166147035,0.947483385297
6011,0.112610831483,0.887389168517
6012,0.925929122873,0.0740708771274
6013,0.0224809071319,0.977519092868
6014,0.673379080108,0.326620919892
6015,0.0,1.0
6016,0.022782199304,0.977217800696
6017,0.19782927275,0.80217072725
6018,0.944070594913,0.0559294050873
6019,0.0080049295476,0.991995070452
6020,1.0,0.0
6021,0.957673559727,0.0423264402726
6022,0.204846991192,0.795153008808
6023,0.992995890171,0.00700410982924
6024,1.0,0.0
6025,0.160484542856,0.839515457144
6026,0.850526080017,0.149473919983
6027,0.968926680853,0.0310733191468
6028,1.0,0.0
6029,0.714122668021,0.285877331979
6030,0.839185383081,0.160814616919
6031,0.0,1.0
6032,0.0,1.0
6033,0.0394447658013,0.960555234199
6034,0.937822438496,0.0621775615044
6035,0.991775216065,0.00822478393519
6036,0.974564982798,0.0254350172019
6037,0.0365843534361,0.963415646564
6038,0.993763981911,0.00623601808907
6039,0.972625829822,0.0273741701777
6040,0.443644847665,0.556355152335
6041,0.991906659784,0.00809334021595
6042,0.42582339562,0.57417660438
6043,0.975133325936,0.0248666740643
6044,0.991830303809,0.00816969619119
6045,0.477022133978,0.522977866022
6046,0.984391877034,0.0156081229657
6047,0.759889902522,0.240110097478
6048,0.0,1.0
6049,0.716984214987,0.283015785013
6050,0.234444330167,0.765555669833
6051,0.647951402811,0.352048597189
6052,0.825268793603,0.174731206397
6053,1.0,0.0
6054,0.991830277185,0.00816972281463
6055,0.0215079994781,0.978492000522
6056,0.906003223498,0.093996776502
6057,0.943463976561,0.0565360234389
6058,0.227926478162,0.772073521838
6059,0.670051184427,0.329948815573
6060,0.013018471756,0.986981528244
6061,0.933220642865,0.0667793571354
6062,0.0308869493705,0.96911305063
6063,0.0,1.0
6064,0.927860556387,0.072139443613
6065,0.164105985217,0.835894014783
6066,0.914620797853,0.0853792021468
6067,0.303955153388,0.696044846612
6068,0.928186786535,0.0718132134654
6069,0.961048225735,0.0389517742653
6070,0.936025523437,0.0639744765631
6071,0.91217910568,0.0878208943205
6072,0.0138585305201,0.98614146948
6073,0.00776830061601,0.992231699384
6074,1.0,0.0
6075,0.509677247069,0.490322752931
6076,0.0302787978716,0.969721202128
6077,0.105303078362,0.894696921638
6078,0.991857270739,0.00814272926089
6079,0.0,1.0
6080,1.0,0.0
6081,0.786062360696,0.213937639304
6082,0.981543555572,0.0184564444282
6083,0.675698975271,0.324301024729
6084,0.943158339218,0.0568416607825
6085,1.0,0.0
6086,0.977568335254,0.0224316647462
6087,0.0,1.0
6088,0.0,1.0
6089,1.0,0.0
6090,0.161237092419,0.838762907581
6091,0.720375087918,0.279624912082
6092,0.983611134364,0.0163888656355
6093,0.985656926862,0.0143430731378
6094,0.87348458563,0.12651541437
6095,0.992399589715,0.00760041028516
6096,0.0377500903924,0.962249909608
6097,0.112822665625,0.887177334375
6098,0.0,1.0
6099,0.15594345225,0.84405654775
6100,0.116055828458,0.883944171542
6101,0.811694237248,0.188305762752
6102,1.0,0.0
6103,0.951327351382,0.048672648618
6104,0.90350870953,0.0964912904703
6105,0.107727023192,0.892272976808
6106,0.134895867806,0.865104132194
6107,0.0590100241028,0.940989975897
6108,0.0,1.0
6109,0.22307789754,0.77692210246
6110,1.0,0.0
6111,0.951111097816,0.0488889021839
6112,0.564664283356,0.435335716644
6113,0.534442620227,0.465557379773
6114,0.0,1.0
6115,0.991857909227,0.00814209077338
6116,0.0180206665841,0.981979333416
6117,0.673705358656,0.326294641344
6118,0.921833876668,0.0781661233325
6119,0.991870863965,0.0081291360347
6120,0.0310559755685,0.968944024432
6121,0.875364463573,0.124635536427
6122,0.991832174521,0.00816782547937
6123,0.0241673144938,0.975832685506
6124,0.0,1.0
6125,0.958810469046,0.0411895309538
6126,0.799425701866,0.200574298134
6127,0.251618582819,0.748381417181
6128,0.197597505192,0.802402494808
6129,0.7836907594,0.2163092406
6130,0.0666384862926,0.933361513707
6131,0.0,1.0
6132,0.013461732128,0.986538267872
6133,0.968748368279,0.0312516317209
6134,0.0,1.0
6135,0.353358626481,0.646641373519
6136,0.0,1.0
6137,0.878578142169,0.121421857831
6138,0.976783282829,0.0232167171708
6139,0.0,1.0
6140,0.837528046843,0.162471953157
6141,0.98443624619,0.0155637538098
6142,0.985228959749,0.014771040251
6143,0.959627288432,0.0403727115682
6144,1.0,0.0
6145,0.991877753021,0.00812224697925
6146,0.166109808724,0.833890191276
6147,0.654549260177,0.345450739823
6148,0.103234078472,0.896765921528
6149,0.935847402415,0.0641525975849
6150,0.984175720618,0.0158242793819
6151,0.501710558275,0.498289441725
6152,0.753514688122,0.246485311878
6153,0.976263187486,0.0237368125144
6154,0.896564890491,0.103435109509
6155,0.984392013388,0.015607986612
6156,0.991858271655,0.00814172834525
6157,0.0220271048705,0.977972895129
6158,0.992008360137,0.00799163986298
6159,0.0235644736384,0.976435526362
6160,0.168307791844,0.831692208156
6161,0.121516810451,0.878483189549
6162,0.813360731442,0.186639268558
6163,0.114575250132,0.885424749868
6164,0.0,1.0
6165,0.991829851491,0.00817014850946
6166,1.0,0.0
6167,0.724530061767,0.275469938233
6168,0.97552317663,0.0244768233697
6169,0.991820672395,0.00817932760457
6170,0.983643100498,0.0163568995022
6171,0.950701702188,0.0492982978116
6172,0.628546527051,0.371453472949
6173,0.960406034036,0.0395939659641
6174,0.919349079159,0.080650920841
6175,0.139790742827,0.860209257173
6176,0.465191927396,0.534808072604
6177,1.0,0.0
6178,0.0,1.0
6179,0.304569940569,0.695430059431
6180,0.0623196765051,0.937680323495
6181,0.0063673121,0.9936326879
6182,0.0222045196679,0.977795480332
6183,0.586800767392,0.413199232608
6184,0.0,1.0
6185,0.0497643741809,0.950235625819
6186,0.991830277185,0.00816972281463
6187,0.446019239936,0.553980760064
6188,1.0,0.0
6189,0.786772023983,0.213227976017
6190,0.49214720001,0.50785279999
6191,0.992000692344,0.0079993076558
6192,0.196762924513,0.803237075487
6193,0.783155932926,0.216844067074
6194,0.0,1.0
6195,0.0,1.0
6196,0.0777639217817,0.922236078218
6197,0.0,1.0
6198,0.0365126589941,0.963487341006
6199,0.54599140564,0.45400859436
6200,0.0494079531575,0.950592046843
6201,0.130726835547,0.869273164453
6202,0.120791628676,0.879208371324
6203,0.689610658819,0.310389341181
6204,0.719677999124,0.280322000876
6205,0.0,1.0
6206,0.2601040757,0.7398959243
6207,0.951097596346,0.0489024036541
6208,0.0,1.0
6209,0.0243617497914,0.975638250209
6210,0.991820672395,0.00817932760457
6211,0.0,1.0
6212,0.862669271423,0.137330728577
6213,0.0669685652545,0.933031434745
6214,0.00800637039216,0.991993629608
6215,0.0771198042615,0.922880195738
6216,0.0,1.0
6217,0.888263272441,0.111736727559
6218,0.18070788089,0.81929211911
6219,0.0973191870605,0.90268081294
6220,0.959742540672,0.0402574593282
6221,0.043721708167,0.956278291833
6222,0.970708980957,0.0292910190433
6223,0.378264260116,0.621735739884
6224,0.950870720271,0.0491292797286
6225,0.992000692344,0.0079993076558
6226,0.00643059735067,0.993569402649
6227,0.106511552687,0.893488447313
6228,0.0,1.0
6229,0.83781759411,0.16218240589
6230,0.1617655424,0.8382344576
6231,0.975035818222,0.0249641817778
6232,0.838071444872,0.161928555128
6233,0.0377119720765,0.962288027923
6234,0.178482481023,0.821517518977
6235,0.566840668096,0.433159331904
6236,1.0,0.0
6237,0.677762568032,0.322237431968
6238,0.183066028001,0.816933971999
6239,0.947563736111,0.0524362638894
6240,0.0,1.0
6241,0.0,1.0
6242,0.99203573529,0.00796426470952
6243,0.567696981843,0.432303018157
6244,0.975916183961,0.0240838160388
6245,0.957925662475,0.0420743375253
6246,0.032172983982,0.967827016018
6247,0.991858153207,0.00814184679289
6248,0.256021474156,0.743978525844
6249,0.991827037072,0.00817296292826
6250,1.0,0.0
6251,0.99189316553,0.00810683447007
6252,0.991838624159,0.00816137584085
6253,0.13388466536,0.86611533464
6254,0.992041925851,0.0079580741492
6255,0.950056159888,0.0499438401119
6256,0.00765941556717,0.992340584433
6257,0.305032916049,0.694967083951
6258,0.0603974091604,0.93960259084
6259,0.99172810697,0.00827189302985
6260,0.0,1.0
6261,0.00724248909259,0.992757510907
6262,0.942884690918,0.0571153090823
6263,0.885645376662,0.114354623338
6264,0.991831963691,0.00816803630862
6265,0.00762010749704,0.992379892503
6266,0.993019344559,0.0069806554412
6267,0.471126960475,0.528873039525
6268,0.241770980758,0.758229019242
6269,0.964285563884,0.0357144361156
6270,0.67882884811,0.32117115189
6271,0.602708272698,0.397291727302
6272,0.515301338454,0.484698661546
6273,0.27576350673,0.72423649327
6274,0.192675771453,0.807324228547
6275,0.883075237109,0.116924762891
6276,0.4526354992,0.5473645008
6277,0.975458483237,0.0245415167628
6278,0.849942607359,0.150057392641
6279,0.886196393207,0.113803606793
6280,0.969818506116,0.030181493884
6281,0.930041373782,0.0699586262184
6282,0.667036686481,0.332963313519
6283,0.98508519154,0.0149148084604
6284,0.0,1.0
6285,0.675576150924,0.324423849076
6286,0.991830277185,0.00816972281463
6287,1.0,0.0
6288,0.0936996069356,0.906300393064
6289,0.170701797846,0.829298202154
6290,0.991827037072,0.00817296292826
6291,0.620280825254,0.379719174746
6292,1.0,0.0
6293,0.991864567499,0.00813543250109
6294,0.0,1.0
6295,0.655640155629,0.344359844371
6296,0.786577894293,0.213422105707
6297,0.949802279944,0.0501977200558
6298,0.270518734671,0.729481265329
6299,0.958513491583,0.0414865084174
6300,1.0,0.0
6301,0.618433755145,0.381566244855
6302,0.0414662498843,0.958533750116
6303,0.653169924761,0.346830075239
6304,0.00706370125582,0.992936298744
6305,0.0,1.0
6306,0.0721929281582,0.927807071842
6307,0.977357504793,0.0226424952073
6308,0.0233300659923,0.976669934008
6309,0.991857270739,0.00814272926089
6310,0.935493728049,0.0645062719511
6311,0.0,1.0
6312,0.766537948004,0.233462051996
